symbol;available_exchanges;currency_base;currency_quote
"UNIs/EUR";"[""Binance"",""Kraken""]";"Uniswap";"Euro"
"UNIs/TRY";"[""Paribu""]";"Uniswap";"Turkish Lira"
"UNIs/USD";"[""Binance"",""Huobi""]";"Uniswap";"US Dollar"
"UNIT/BTC";"[""YoBit""]";"Universal Currency";"Bitcoin"
"UNITS/BTC";"[""YoBit""]";"GameUnits";"Bitcoin"
"UNITS/USD";"[""Synthetic""]";"GameUnits";"US Dollar"
"UNIT/USD";"[""Synthetic""]";"Universal Currency";"US Dollar"
"UNI/USD";"[""Coinbase Pro""]";"Uniswap";"US Dollar"
"UNRC/USD";"[""Livecoin""]";"UniversalRoyalCoin";"US Dollar"
"UOS/BTC";"[""KuCoin""]";"Ultra";"Bitcoin"
"UOS/KRW";"[""Bithumb""]";"Ultra";"Korean Won"
"UOS/USD";"[""Gate.io"",""KuCoin""]";"Ultra";"US Dollar"
"UPP/ETH";"[""Hotbit""]";"Sentinel Protocol";"Ethereum"
"UPP/KRW";"[""Upbit""]";"Sentinel Protocol";"Korean Won"
"UPP/USD";"[""Synthetic""]";"Sentinel Protocol";"US Dollar"
"URC/USD";"[""Synthetic""]";"Unrealcoin";"US Dollar"
"URO/BTC";"[""YoBit""]";"Uro";"Bitcoin"
"URO/USD";"[""Synthetic""]";"Uro";"US Dollar"
"USC/BTC";"[""YoBit""]";"Ultimate Secure Cash";"Bitcoin"
"USC/USD";"[""Synthetic""]";"Ultimate Secure Cash";"US Dollar"
"USDC/BTC";"[""Bittrex"",""OKEx""]";"USD Coin";"Bitcoin"
"USDC/INR";"[""Bitbns""]";"USD Coin";"Indian Rupee"
"USDC/KRW";"[""ProBit Exchange""]";"USD Coin";"Korean Won"
"USDC/USD";"[""Binance"",""OKEx""]";"USD Coin";"US Dollar"
"USDD/USD";"[""Gate.io"",""Huobi"",""Poloniex""]";"USDD";"US Dollar"
"USDE/BTC";"[""YoBit""]";"USDe";"Bitcoin"
"USDE/USD";"[""YoBit""]";"USDe";"US Dollar"
"USDN/BTC";"[""Bittrex""]";"Neutrino USD";"Bitcoin"
"USDN/USD";"[""Bittrex"",""KuCoin""]";"Neutrino USD";"US Dollar"
"USDP/CAD";"[""Synthetic""]";"Pax Dollar";"Canadian Dollar"
"USDP/USD";"[""Binance""]";"USDP Stablecoin";"US Dollar"
"USDT/BRL";"[""Binance""]";"Tether";"Brazil Real"
"USDT/CAD";"[""Kraken""]";"Tether";"Canadian Dollar"
"USDT/INR";"[""Bitbns""]";"Tether";"Indian Rupee"
"USDT/RUB";"[""Binance"",""Exmo""]";"Tether";"Russian Ruble"
"USDT/THB";"[""Bitkub"",""Satang Pro""]";"Tether";"Thai Baht"
"USDT/TRY";"[""Binance"",""BTCTurk"",""Paribu""]";"Tether";"Turkish Lira"
"USDT/USD";"[""Bitfinex"",""Kraken""]";"Tether";"US Dollar"
"USNBT/USD";"[""SouthXchange""]";"NuBits";"US Dollar"
"USTC/USD";"[""Huobi"",""Kraken"",""Kucoin""]";"TerraClassicUSD";"US Dollar"
"UST/USD";"[""Coinbase Pro""]";"TerraUSD";"US Dollar"
"UTC/USD";"[""Synthetic""]";"UltraCoin";"US Dollar"
"UTK/BTC";"[""Huobi"",""Kucoin""]";"UTRUST";"Bitcoin"
"UTK/ETH";"[""Huobi"",""Kucoin""]";"UTRUST";"Ethereum"
"UTK/USD";"[""Binance"",""OKEx"",""Synthetic""]";"Utrust";"US Dollar"
"UTNP/BTC";"[""IDCM""]";"Universa";"Bitcoin"
"UTNP/ETH";"[""IDCM""]";"Universa";"Ethereum"
"UTNP/USD";"[""Synthetic""]";"Universa";"US Dollar"
"UTT/BTC";"[""HitBTC""]";"United Traders Token";"Bitcoin"
"UTT/ETH";"[""HitBTC""]";"United Traders Token";"Ethereum"
"UTT/USD";"[""HitBTC""]";"United Traders Token";"US Dollar"
"VAL/USD";"[""Synthetic""]";"Valorbit";"US Dollar"
"VASH/USD";"[""Synthetic""]";"VPNCoin";"US Dollar"
"VC/USD";"[""Synthetic""]";"VirtualCoin";"US Dollar"
"VEC2/BTC";"[""YoBit""]";"VectorAI";"Bitcoin"
"VEC2/USD";"[""Synthetic""]";"VectorAI";"US Dollar"
"VEE/BTC";"[""Bittrex""]";"BLOCKv";"Bitcoin"
"VEE/USD";"[""Ethfinex""]";"BLOCKv";"US Dollar"
"VEGI/BTC";"[""SouthXchange""]";"Veggie";"Bitcoin"
"VEGI/USD";"[""SouthXchange""]";"Veggie";"US Dollar"
"VERI/BTC";"[""Mercatox""]";"Veritaseum";"Bitcoin"
"VERI/ETH";"[""Mercatox""]";"Veritaseum";"Ethereum"
"VERI/USD";"[""Synthetic""]";"Veritaseum";"US Dollar"
"VET/AUD";"[""Synthetic""]";"VeChain";"Australian Dollar"
"VET/BNB";"[""Binance""]";"VeChain";"Binance Coin"
"VET/BTC";"[""Binance"",""BitMart"",""HitBTC""]";"VeChain";"Bitcoin"
"VET/CAD";"[""Synthetic""]";"VeChain";"Canadian Dollar"
"VET/CNY";"[""Synthetic""]";"VeChain";"Chinese Yuan"
"VET/ETH";"[""Binance"",""BitMart""]";"VeChain";"Ethereum"
"VET/EUR";"[""Binance"",""Synthetic""]";"VeChain";"Euro"
"VET/GBP";"[""Binance""]";"VeChain";"British Pound"
"VET/HKD";"[""Synthetic""]";"VeChain";"Hong Kong Dollar"
"VET/ILS";"[""Synthetic""]";"VeChain";"Israeli Shekel"
"VET/INR";"[""Synthetic""]";"VeChain";"Indian Rupee"
"VET/KRW";"[""Bithumb"",""Synthetic"",""Upbit""]";"VeChain";"Korean Won"
"VET/MXN";"[""Synthetic""]";"VeChain";"Mexican Peso"
"VET/MYR";"[""Synthetic""]";"VeChain";"Malaysian Ringgit"
"VET/PLN";"[""Synthetic""]";"VeChain";"Polish Zloty"
"VET/RUB";"[""Synthetic""]";"VeChain";"Russian Ruble"
"VET/SAR";"[""Synthetic""]";"VeChain";"Saudi Riyal"
"VET/SEK";"[""Synthetic""]";"VeChain";"Swedish Krona"
"VET/TRY";"[""Synthetic""]";"VeChain";"Turkish Lira"
"VET/USD";"[""Binance"",""Huobi""]";"VeChain";"US Dollar"
"VET/VND";"[""Synthetic""]";"VeChain";"Vietnamese Dong"
"VET/ZAR";"[""Synthetic""]";"VeChain";"South African Rand"
"VEX/BTC";"[""BTC-Alpha""]";"Vexanium";"Bitcoin"
"VEX/IDR";"[""Indodax""]";"Vexanium";"Indonesian Rupiah"
"VEX/USD";"[""BTC-Alpha""]";"Vexanium";"US Dollar"
"VIA/BTC";"[""Bittrex"",""YoBit""]";"Viacoin";"Bitcoin"
"VIA/USD";"[""Synthetic""]";"Viacoin";"US Dollar"
"VIB/BTC";"[""Binance"",""HitBTC""]";"Viberate";"Bitcoin"
"VIBE/BTC";"[""HitBTC""]";"VIBE";"Bitcoin"
"VIB/ETH";"[""Binance"",""HitBTC""]";"Viberate";"Ethereum"
"VIBE/USD";"[""Synthetic""]";"VIBE";"US Dollar"
"VIB/USD";"[""HitBTC""]";"Viberate";"US Dollar"
"VIDZ/USD";"[""Synthetic""]";"PureVidz";"US Dollar"
"VIP/USD";"[""Synthetic""]";"VIP Tokens";"US Dollar"
"VISIO/BTC";"[""YoBit""]";"Visio";"Bitcoin"
"VISIO/USD";"[""Synthetic""]";"Visio";"US Dollar"
"VITE/BTC";"[""OKEx""]";"VITE";"Bitcoin"
"VITE/ETH";"[""Hotbit""]";"VITE";"Ethereum"
"VITE/USD";"[""Binance"",""Synthetic""]";"VITE";"US Dollar"
"VIU/USD";"[""Synthetic""]";"Viuly";"US Dollar"
"VIVO/USD";"[""Synthetic""]";"VIVO";"US Dollar"
"VLT/BTC";"[""YoBit""]";"Veltor";"Bitcoin"
"VLTC/USD";"[""Synthetic""]";"Vault Coin";"US Dollar"
"VLT/USD";"[""Synthetic""]";"Veltor";"US Dollar"
"VLX/BTC";"[""Bittrex""]";"Velas";"Bitcoin"
"VLX/USD";"[""Bittrex""]";"Velas";"US Dollar"
"VOLLAR/BTC";"[""Hotbit""]";"V-Dimension";"Bitcoin"
"VOLLAR/ETH";"[""Hotbit""]";"V-Dimension";"Ethereum"
"VOLLAR/USD";"[""Hotbit""]";"V-Dimension";"US Dollar"
"VOLT/BTC";"[""YoBit""]";"Bitvolt";"Bitcoin"
"VOLT/USD";"[""Synthetic""]";"Bitvolt";"US Dollar"
"VOX/USD";"[""Synthetic""]";"Voxels";"US Dollar"
"VOYA/USD";"[""Synthetic""]";"Voyacoin";"US Dollar"
"VPRC/USD";"[""Synthetic""]";"VapersCoin";"US Dollar"
"VRC/BTC";"[""Bittrex""]";"VeriCoin";"Bitcoin"
"VRC/USD";"[""Synthetic""]";"VeriCoin";"US Dollar"
"VRM/BTC";"[""Livecoin""]";"VeriumReserve";"Bitcoin"
"VRM/USD";"[""Synthetic""]";"VeriumReserve";"US Dollar"
"VSL/USD";"[""Synthetic""]";"vSlice";"US Dollar"
"VSYS/BTC";"[""BitForex"",""Huobi"",""Kucoin""]";"V Systems";"Bitcoin"
"VSYS/USD";"[""Bitfinex"",""Huobi""]";"V Systems";"US Dollar"
"VTC/BTC";"[""Bittrex"",""YoBit""]";"Vertcoin";"Bitcoin"
"VTC/USD";"[""Synthetic""]";"Vertcoin";"US Dollar"
"VTR/USD";"[""Synthetic""]";"vTorrent";"US Dollar"
"VULC/BTC";"[""Crex24""]";"VULCANO";"Bitcoin"
"VULC/USD";"[""BitMart"",""Synthetic""]";"Vulcano";"US Dollar"
"V/USD";"[""Synthetic""]";"Version";"US Dollar"
"VVS/USD";"[""Crypto.com Exchange""]";"VVS Finance";"US Dollar"
"WABI/BNB";"[""Binance""]";"Wabi";"Binance Coin"
"WABI/BTC";"[""Binance""]";"Wabi";"Bitcoin"
"WABI/USD";"[""Synthetic""]";"Wabi";"US Dollar"
"WAN/BTC";"[""Binance"",""Bitrue"",""Huobi""]";"Wanchain";"Bitcoin"
"WAN/ETH";"[""Binance"",""Huobi""]";"Wanchain";"Ethereum"
"WAN/USD";"[""Synthetic""]";"Wanchain";"US Dollar"
"WAN/XRP";"[""Bitrue""]";"Wanchain";"XRP"
"WARP/BTC";"[""YoBit""]";"WARP";"Bitcoin"
"WARP/USD";"[""Synthetic""]";"WARP";"US Dollar"
"WAVES/BNB";"[""Binance""]";"Waves";"Binance Coin"
"WAVES/BRL";"[""Coingecko""]";"Waves";"Brazil Real"
"WAVES/BTC";"[""Binance"",""Tidex""]";"Waves";"Bitcoin"
"WAVES/ETH";"[""Binance"",""Bittrex""]";"Waves";"Ethereum"
"WAVES/EUR";"[""Kraken""]";"Waves";"Euro"
"WAVES/IDR";"[""BTC Indonesia""]";"Waves";"Indonesian Rupiah"
"WAVES/KRW";"[""Upbit""]";"Waves";"Korean Won"
"WAVES/RUB";"[""Exmo""]";"Waves";"Russian Ruble"
"WAVES/TRY";"[""Paribu""]";"Waves";"Turkish Lira"
"WAVES/USD";"[""Binance"",""LATOKEN""]";"Waves";"US Dollar"
"WAX/BTC";"[""Kucoin""]";"WAX";"Bitcoin"
"WAX/ETH";"[""Kucoin""]";"WAX";"Ethereum"
"WAXP/CAD";"[""Synthetic""]";"WAX";"Canadian Dollar"
"WAXP/USD";"[""Binance""]";"WAX";"US Dollar"
"WAX/USD";"[""Ethfinex"",""HitBTC"",""Synthetic""]";"WAX";"US Dollar"
"WAY/USD";"[""Synthetic""]";"WayGuide";"US Dollar"
"WBB/BTC";"[""YoBit""]";"Wild Beast Block";"Bitcoin"
"WBB/USD";"[""Synthetic""]";"Wild Beast Block";"US Dollar"
"WBTC/BTC";"[""Binance"",""Coinbase Pro"",""FTX"",""Huobi""]";"Wrapped Bitcoin";"Bitcoin"
"WBTC/CAD";"[""Synthetic""]";"Wrapped Bitcoin";"Canadian Dollar"
"WBTC/USD";"[""FTX"",""Synthetic""]";"Wrapped Bitcoin";"US Dollar"
"WBX/BRL";"[""MercadoBitcoin""]";"WiBX";"Brazil Real"
"WBX/BTC";"[""ProBit Exchange""]";"WiBX";"Bitcoin"
"WBX/USD";"[""Coinbene"",""Synthetic""]";"WiBX";"US Dollar"
"WC/BTC";"[""Crex24""]";"WINCOIN";"Bitcoin"
"WCT/BTC";"[""Tidex""]";"Waves Community Token ";"Bitcoin"
"WCT/USD";"[""Synthetic""]";"Waves Community Token";"US Dollar"
"WC/USD";"[""Synthetic""]";"WINCOIN";"US Dollar"
"WDC/USD";"[""Synthetic""]";"WorldCoin";"US Dollar"
"WEB/USD";"[""Synthetic""]";"Webchain";"US Dollar"
"WEMIX/KRW";"[""Bithumb"",""Coinone""]";"WEMIX";"Korean Won"
"WEMIX/USD";"[""Gate.io"",""Huobi""]";"WEMIX";"US Dollar"
"WGO/BTC";"[""Tidex""]";"WavesGo";"Bitcoin"
"WGO/USD";"[""Synthetic""]";"WavesGo";"US Dollar"
"WGR/BTC";"[""YoBit""]";"Wagerr";"Bitcoin"
"WGR/USD";"[""Synthetic""]";"Wagerr";"US Dollar"
"WICC/BNB";"[""Binance DEX""]";"WaykiChain";"Binance Coin"
"WICC/BTC";"[""Huobi""]";"WaykiChain";"Bitcoin"
"WICC/ETH";"[""Huobi""]";"WaykiChain";"Ethereum"
"WICC/USD";"[""Huobi""]";"WaykiChain";"US Dollar"
"WIC/USD";"[""Synthetic""]";"Wi Coin";"US Dollar"
"WILD/BTC";"[""Crex24""]";"Wild Crypto";"Bitcoin"
"WILD/ETH";"[""Crex24""]";"Wild Crypto";"Ethereum"
"WILD/USD";"[""Synthetic""]";"Wild Crypto";"US Dollar"
"WINGS/USD";"[""Synthetic""]";"Wings";"US Dollar"
"WIN/USD";"[""Binance"",""Poloniex""]";"WINkLink";"US Dollar"
"WISH/BNB";"[""Binance DEX""]";"MyWish";"Binance Coin"
"WISH/USD";"[""Synthetic""]";"MyWish";"US Dollar"
"WLD/USD";"[""Binance""]";"Worldcoin";"US Dollar"
"WMC/USD";"[""Synthetic""]";"WMCoin";"US Dollar"
"WOMEN/USD";"[""Synthetic""]";"WomenCoin";"US Dollar"
"Woodcoin/USD";"[""Kraken""]";"Woodcoin";"US Dollar"
"WOO/USD";"[""Gate.io"",""Huobi"",""KuCoin""]";"WOO Network";"US Dollar"
"WORM/USD";"[""Synthetic""]";"HealthyWormCoin";"US Dollar"
"WOW/USD";"[""Synthetic""]";"Wowcoin";"US Dollar"
"WOZX/ETH";"[""Gate.io""]";"EFFORCE";"Ethereum"
"WOZX/USD";"[""Synthetic""]";"EFFORCE";"US Dollar"
"WPR/BTC";"[""Huobi""]";"WePower";"Bitcoin"
"WPR/INR";"[""Bitbns""]";"WePower";"Indian Rupee"
"WPR/USD";"[""Synthetic""]";"WePower";"US Dollar"
"WRC/BTC";"[""YoBit""]";"Worldcore";"Bitcoin"
"WRC/ETH";"[""YoBit""]";"Worldcore";"Ethereum"
"WRC/USD";"[""Synthetic""]";"Worldcore";"US Dollar"
"WRX/BTC";"[""Binance""]";"WazirX";"Bitcoin"
"WRX/INR";"[""WazirX""]";"WazirX";"Indian Rupee"
"WRX/USD";"[""Binance""]";"WazirX";"US Dollar"
"WTC/BTC";"[""Binance"",""Bitrue"",""OKEx""]";"Waltonchain";"Bitcoin"
"WTC/ETH";"[""Huobi""]";"Waltonchain";"Ethereum"
"WTC/USD";"[""Huobi"",""OKEx""]";"Waltonchain";"US Dollar"
"WTC/XRP";"[""Bitrue""]";"Waltonchain";"XRP"
"WTT/ETH";"[""YoBit""]";"Giga Watt Token";"Ethereum"
"WTT/USD";"[""Synthetic""]";"Giga Watt Token";"US Dollar"
"WXT/BTC";"[""Kucoin"",""OKEx""]";"Wirex Token";"Bitcoin"
"WXT/USD";"[""Kucoin"",""OKEx""]";"Wirex Token";"US Dollar"
"X2/USD";"[""Synthetic""]";"X2";"US Dollar"
"X8X/BNT";"[""Bancor Network""]";"X8X Token";"Bancor"
"X8X/USD";"[""Synthetic""]";"X8X Token";"US Dollar"
"XAUR/BTC";"[""HitBTC""]";"Xaurum";"Bitcoin"
"XAUR/USD";"[""Synthetic""]";"Xaurum";"US Dollar"
"XBC/BTC";"[""Graviex""]";"Bitcoin Plus";"Bitcoin"
"XBC/USD";"[""Synthetic""]";"Bitcoin Plus";"US Dollar"
"XBL/USD";"[""Synthetic""]";"Billionaire Token";"US Dollar"
"XBTC21/BTC";"[""YoBit""]";"Bitcoin 21";"Bitcoin"
"XBTC21/USD";"[""Synthetic""]";"Bitcoin 21";"US Dollar"
"XBTS/BTC";"[""YoBit""]";"Beatcoin";"Bitcoin"
"XBTS/USD";"[""Synthetic""]";"Beatcoin";"US Dollar"
"XBY/BTC";"[""YoBit""]";"XTRABYTES";"Bitcoin"
"XBY/USD";"[""Synthetic""]";"XTRABYTES";"US Dollar"
"XCH/USD";"[""Gate.io"",""Huobi""]";"Chia Network";"US Dollar"
"XCN/USD";"[""Synthetic""]";"Cryptonite";"US Dollar"
"XCO/BTC";"[""YoBit""]";"X-Coin";"Bitcoin"
"XCO/USD";"[""Synthetic""]";"X-Coin";"US Dollar"
"XCP/JPY";"[""Zaif""]";"Counterparty";"Japanese Yen"
"XCP/USD";"[""Synthetic""]";"Counterparty";"US Dollar"
"XCXT/USD";"[""Synthetic""]";"CoinonatX";"US Dollar"
"XDB/BTC";"[""Bittrex"",""KuCoin""]";"DigitalBits";"Bitcoin"
"XDB/USD";"[""Bittrex"",""KuCoin""]";"DigitalBits";"US Dollar"
"XDC/CAD";"[""Synthetic""]";"XDC Network";"Canadian Dollar"
"XDC/ETH";"[""Kucoin""]";"XinFin Network";"Ethereum"
"XDC/USD";"[""Gate.io"",""Kucoin"",""Synthetic""]";"XDC Network";"US Dollar"
"XDE2/BTC";"[""YoBit""]";"XDE II";"Bitcoin"
"XDE2/USD";"[""Synthetic""]";"XDE II";"US Dollar"
"XDN/BTC";"[""Bittrex"",""HitBTC""]";"DigitalNote";"Bitcoin"
"XDN/ETH";"[""HitBTC""]";"DigitalNote";"Ethereum"
"XDN/USD";"[""HitBTC""]";"DigitalNote";"US Dollar"
"XEC/USD";"[""Binance"",""Huobi""]";"eCash";"US Dollar"
"XEL/BTC";"[""Bittrex""]";"XEL";"Bitcoin"
"XEL/USD";"[""Synthetic""]";"XEL";"US Dollar"
"XEM/AUD";"[""Synthetic""]";"NEM";"Australian Dollar"
"XEM/BITCNY";"[""CoinTiger""]";"NEM";"bitCNY"
"XEM/BTC";"[""Binance"",""DragonEX"",""HitBTC"",""OKEx""]";"NEM";"Bitcoin"
"XEM/CAD";"[""Synthetic""]";"NEM";"Canadian Dollar"
"XEM/CNY";"[""Synthetic""]";"NEM";"Chinese Yuan"
"XEM/ETH";"[""Binance"",""Gate.io"",""HitBTC"",""OKEx""]";"NEM";"Ethereum"
"XEM/EUR";"[""Synthetic""]";"NEM";"Euro"
"XEM/HKD";"[""Synthetic""]";"NEM";"Hong Kong Dollar"
"XEM/ILS";"[""Synthetic""]";"NEM";"Israeli Shekel"
"XEM/INR";"[""Synthetic""]";"NEM";"Indian Rupee"
"XEM/JPY";"[""Zaif""]";"NEM";"Japanese Yen"
"XEM/KRW";"[""Bithumb"",""Synthetic"",""Upbit""]";"NEM";"Korean Won"
"XEM/MXN";"[""Synthetic""]";"NEM";"Mexican Peso"
"XEM/MYR";"[""Synthetic""]";"NEM";"Malaysian Ringgit"
"XEM/PLN";"[""Synthetic""]";"NEM";"Polish Zloty"
"XEM/RUB";"[""Synthetic""]";"NEM";"Russian Ruble"
"XEM/SAR";"[""Synthetic""]";"NEM";"Saudi Riyal"
"XEM/SEK";"[""Synthetic""]";"NEM";"Swedish Krona"
"XEM/TRY";"[""Synthetic""]";"NEM";"Turkish Lira"
"XEM/USD";"[""HitBTC"",""OKEx""]";"NEM";"US Dollar"
"XEM/VND";"[""Synthetic""]";"NEM";"Vietnamese Dong"
"XEM/XRP";"[""Bitrue""]";"NEM";"XRP"
"XEM/ZAR";"[""Synthetic""]";"NEM";"South African Rand"
"XETn/USD";"[""BitMart"",""MEXC""]";"Xfinite Entertainment Token";"US Dollar"
"XET/USD";"[""Synthetic""]";"ETERNAL TOKEN";"US Dollar"
"XFT/USD";"[""Synthetic""]";"Footy Cash";"US Dollar"
"XGOX/USD";"[""SouthXchange""]";"XGOX";"US Dollar"
"XHI/BTC";"[""YoBit""]";"HiCoin";"Bitcoin"
"XHI/USD";"[""Synthetic""]";"HiCoin";"US Dollar"
"XHV/BTC";"[""TradeOgre""]";"Haven Protocol";"Bitcoin"
"XHV/USD";"[""Synthetic""]";"Haven Protocol";"US Dollar"
"XID/USD";"[""Synthetic""]";"Sphre AIR";"US Dollar"
"XIN/BTC";"[""BigONE""]";"Mixin";"Bitcoin"
"XIN/EOS";"[""BigONE""]";"Mixin";"EOS"
"XIN/ETH";"[""BigONE""]";"Mixin";"Ethereum"
"XIN/USD";"[""BigONE""]";"Mixin";"US Dollar"
"XIOS/BTC";"[""YoBit""]";"Xios";"Bitcoin"
"XIOS/USD";"[""YoBit""]";"Xios";"US Dollar"
"XJO/BTC";"[""YoBit""]";"Joulecoin";"Bitcoin"
"XJO/USD";"[""Synthetic""]";"Joulecoin";"US Dollar"
"XLC/USD";"[""Synthetic""]";"LeviarCoin";"US Dollar"
"XLM/AUD";"[""Synthetic""]";"Stellar";"Australian Dollar"
"XLM/BNB";"[""Binance""]";"Stellar";"Binance Coin"
"XLM/BRL";"[""NovaDAX""]";"Stellar";"Brazil Real"
"XLM/BTC";"[""Binance"",""OKEx""]";"Stellar";"Bitcoin"
"XLM/CAD";"[""Synthetic""]";"Stellar";"Canadian Dollar"
"XLM/CNY";"[""Synthetic""]";"Stellar";"Chinese Yuan"
"XLM/ETH";"[""Binance"",""BitMart"",""HitBTC""]";"Stellar";"Ethereum"
"XLM/EUR";"[""Coinbase Pro"",""Synthetic""]";"Stellar";"Euro"
"XLM/GBP";"[""BitStamp""]";"Stellar";"British Pound"
"XLM/HKD";"[""Synthetic""]";"Stellar";"Hong Kong Dollar"
"XLM/IDR";"[""BTC Indonesia""]";"Stellar";"Indonesian Rupiah"
"XLM/ILS";"[""Synthetic""]";"Stellar";"Israeli Shekel"
"XLM/INR";"[""Bitbns"",""Synthetic""]";"Stellar";"Indian Rupee"
"XLM/JPY";"[""Bitbank""]";"Stellar";"Japanese Yen"
"XLM/KRW";"[""Bithumb"",""Upbit""]";"Stellar";"Korean Won"
"XLM/MXN";"[""Synthetic""]";"Stellar";"Mexican Peso"
"XLM/MYR";"[""Synthetic""]";"Stellar";"Malaysian Ringgit"
"XLM/PLN";"[""Synthetic""]";"Stellar";"Polish Zloty"
"XLM/RUB";"[""Synthetic""]";"Stellar";"Russian Ruble"
"XLM/SAR";"[""Synthetic""]";"Stellar";"Saudi Riyal"
"XLM/SEK";"[""Synthetic""]";"Stellar";"Swedish Krona"
"XLM/THB";"[""Satang Pro""]";"Stellar";"Thai Baht"
"XLM/TRY";"[""BTCTurk"",""Paribu"",""Synthetic""]";"Stellar";"Turkish Lira"
"XLM/USD";"[""Binance"",""Coinbase Pro"",""Huobi"",""OKEx"",""ZB.COM""]";"Stellar";"US Dollar"
"XLM/VND";"[""Synthetic""]";"Stellar";"Vietnamese Dong"
"XLM/ZAR";"[""Synthetic""]";"Stellar";"South African Rand"
"XLQ/BTC";"[""Graviex""]";"ALQO";"Bitcoin"
"XMCC/USD";"[""Synthetic""]";"Monoeci";"US Dollar"
"XMG/BTC";"[""YoBit""]";"Magi";"Bitcoin"
"XMG/USD";"[""Synthetic""]";"Magi";"US Dollar"
"XMR/AUD";"[""Synthetic""]";"Monero";"Australian Dollar"
"XMR/BNB";"[""Binance""]";"Monero";"Binance Coin"
"XMR/BRL";"[""NovaDAX""]";"Monero";"Brazil Real"
"XMR/BTC";"[""Binance"",""HitBTC"",""OKEx""]";"Monero";"Bitcoin"
"XMR/CAD";"[""Synthetic""]";"Monero";"Canadian Dollar"
"XMR/CNY";"[""Synthetic""]";"Monero";"Chinese Yuan"
"XMR/ETH";"[""Binance"",""HitBTC"",""OKEx""]";"Monero";"Ethereum"
"XMR/EUR";"[""Kraken""]";"Monero";"Euro"
"XMR/HKD";"[""Synthetic""]";"Monero";"Hong Kong Dollar"
"XMR/ILS";"[""Synthetic""]";"Monero";"Israeli Shekel"
"XMR/INR";"[""Synthetic""]";"Monero";"Indian Rupee"
"XMR/MXN";"[""Synthetic""]";"Monero";"Mexican Peso"
"XMR/MYR";"[""Synthetic""]";"Monero";"Malaysian Ringgit"
"XMR/PLN";"[""Synthetic""]";"Monero";"Polish Zloty"
"XMR/RUB";"[""Synthetic""]";"Monero";"Russian Ruble"
"XMR/SAR";"[""Synthetic""]";"Monero";"Saudi Riyal"
"XMR/SEK";"[""Synthetic""]";"Monero";"Swedish Krona"
"XMR/TRY";"[""Synthetic""]";"Monero";"Turkish Lira"
"XMR/USD";"[""Binance"",""HitBTC""]";"Monero";"US Dollar"
"XMR/VND";"[""Synthetic""]";"Monero";"Vietnamese Dong"
"XMR/ZAR";"[""Synthetic""]";"Monero";"South African Rand"
"XMY/BTC";"[""Bittrex""]";"Myriad";"Bitcoin"
"XMY/USD";"[""Bittrex"",""Synthetic""]";"Myriad";"US Dollar"
"XNN/USD";"[""Synthetic""]";"Xenon";"US Dollar"
"XOC/BTC";"[""YoBit""]";"Xonecoin";"Bitcoin"
"XOC/USD";"[""Synthetic""]";"Xonecoin";"US Dollar"
"XP/BTC";"[""Graviex""]";"Experience Points";"Bitcoin"
"XPRT/ETH";"[""Gate.io""]";"Persistence";"Ethereum"
"XPRT/USD";"[""Gate.io"",""Huobi""]";"Persistence";"US Dollar"
"XPR/USD";"[""Kucoin""]";"Proton";"US Dollar"
"XPTX/BTC";"[""YoBit""]";"PlatinumBAR";"Bitcoin"
"XPTX/USD";"[""Synthetic""]";"PlatinumBAR";"US Dollar"
"XP/USD";"[""Synthetic""]";"Experience Points";"US Dollar"
"XPX/BTC";"[""ProBit Exchange""]";"ProximaX";"Bitcoin"
"XPX/USD";"[""ProBit Exchange"",""Synthetic""]";"ProximaX";"US Dollar"
"XPY/BTC";"[""YoBit""]";"PayCoin";"Bitcoin"
"XPY/USD";"[""Synthetic""]";"PayCoin";"US Dollar"
"XQN/USD";"[""Synthetic""]";"Quotient";"US Dollar"
"XRA/USD";"[""Synthetic""]";"Ratecoin";"US Dollar"
"XRC/USD";"[""Synthetic""]";"Rawcoin";"US Dollar"
"XRE/USD";"[""Synthetic""]";"RevolverCoin";"US Dollar"
"XRL/BTC";"[""YoBit""]";"Rialto";"Bitcoin"
"XRL/USD";"[""Synthetic""]";"Rialto";"US Dollar"
"XRP/AED";"[""CoinField""]";"XRP";"UAE Dirham"
"XRP/ARS";"[""Synthetic""]";"XRP";"Argentinian Peso"
"XRP/AUD";"[""BTC Markets"",""Synthetic""]";"XRP";"Australian Dollar"
"XRP/BRL";"[""MercadoBitcoin"",""NovaDAX""]";"XRP";"Brazil Real"
"XRP/BTC";"[""Binance"",""HitBTC""]";"XRP";"Bitcoin"
"XRP/CAD";"[""CoinField"",""Synthetic""]";"XRP";"Canadian Dollar"
"XRP/CNY";"[""Synthetic""]";"XRP";"Chinese Yuan"
"XRP/EOS";"[""HitBTC""]";"XRP";"EOS"
"XRP/ETH";"[""Binance"",""OKEx""]";"XRP";"Ethereum"
"XRP/EUR";"[""BitStamp"",""Kraken""]";"XRP";"Euro"
"XRP/GBP";"[""CoinField""]";"XRP";"British Pound"
"XRP/HKD";"[""Synthetic""]";"XRP";"Hong Kong Dollar"
"XRP/IDR";"[""BTC Indonesia""]";"XRP";"Indonesian Rupiah"
"XRP/ILS";"[""Synthetic""]";"XRP";"Israeli Shekel"
"XRP/INR";"[""Bitbns"",""Synthetic""]";"XRP";"Indian Rupee"
